state_length,time,SW-15,SW-29,TSW-15,TSW-29,SD,JC,TD
"(2, 3, 4, 5, 6)",23,0.8381136857590895,0.5236885697156359,0.8178120197917041,0.585117922812931,0.23324412374176087,-0.42911928686630424,0.1202257970158634
"(2, 3, 4, 5, 6)",24,0.8325936620908528,0.5201737059289809,0.8086414968453656,0.5690085438245862,0.145378504381137,-0.4291457869463582,0.05163145674021178
"(2, 3, 4, 5, 6)",25,0.7739618946209019,0.4837901785986217,0.7585893379383956,0.5346900520918418,0.46814415068223675,-0.429049785871885,0.03668286576524764
"(2, 3, 4, 5, 6)",26,0.7781390370085872,0.4233452283325092,0.7661869671935172,0.4861369412353824,0.12475030033344567,-0.42916100787996553,0.16152706949137613
"(2, 3, 4, 5, 6)",27,0.683339943828515,0.487467417059174,0.692422171359922,0.5052851925868782,0.2167410907327426,-0.42911673617886675,0.26000622265677487
"(2, 3, 4, 5, 6)",28,0.6775619589851924,0.5299984463231624,0.6937359492210088,0.5109508003688715,0.3695021731579841,-0.429074441262401,0.21011670742020466
"(2, 3, 4, 5, 6)",29,0.4259219727859732,0.5275985643905685,0.4684526675545392,0.4951994524171978,0.29221772404297386,-0.4290985780902704,0.2632127307305295
"(2, 3, 4, 5, 6)",30,0.3231646227413437,0.5405454032902752,0.3691787826772217,0.48709307704056976,0.8880977834327596,-0.4289055810824761,0.3697484304020504
"(2, 3, 4, 5, 6)",31,0.337736010655622,0.44421959835161273,0.37445378339887064,0.430142407829619,0.4078154740585453,-0.42906709440827034,0.4030002297109557
"(2, 3, 4, 5, 6)",32,0.32751385471257005,0.40435204268178104,0.35580782069816386,0.40075541727062725,0.30680751207793033,-0.42908925707743606,0.3794676217168256
"(2, 3, 4, 5, 6)",33,0.31319223505113414,0.39340283087052186,0.333447073023857,0.3882385786791266,0.8192203333649598,-0.42893033714409745,0.19222569119156938
"(2, 3, 4, 5, 6)",34,0.37388627718206735,0.39582413500063923,0.37567770735339706,0.38186813979424267,0.3426304138926378,-0.4290829444596014,0.1240607825971892
"(2, 3, 4, 5, 6)",35,0.4876648783479065,0.3742542709389853,0.46442639045825274,0.36269132332285126,0.41486234535869687,-0.4290675658380447,0.0472535696919776
"(2, 3, 4, 5, 6)",36,0.45306291015923517,0.3555494028151461,0.4305986168047793,0.34547826132764037,-0.3541193469462423,-0.4293820160900948,-0.018491607322186774
"(2, 3, 4, 5, 6)",37,0.5180412333939717,0.32048122416710645,0.4757538590581366,0.321124864387742,-0.029047880624538752,-0.4291971226432575,-0.3081858555305818
"(2, 3, 4, 5, 6)",38,0.2859356236660808,0.38719630603944716,0.27709535458533036,0.34543765432981394,0.29198803207318047,-0.4290927669563413,-0.38228854421056974
"(2, 3, 4, 5, 6)",39,0.25800166678031666,0.4082598907965804,0.2501733319447462,0.35078661880970985,0.102319612452218,-0.42916416847235656,-0.3066187704112928
"(2, 3, 4, 5, 6)",40,0.2600214639794683,0.41248757501914435,0.24898485544702123,0.34979505748121037,0.37963129432522164,-0.4290729772687477,-0.0981411610780071
"(2, 3, 4, 5, 6)",41,0.1082380523737342,0.42115596241598,0.11837267200747476,0.3517594197323468,0.40872753634247794,-0.429068396349538,0.006714127790558387
"(2, 3, 4, 5, 6)",42,0.06786710237662769,0.4231363588957232,0.09098740081971442,0.3490063863570199,0.8403168854859137,-0.42892231341621617,0.047669466370022846
"(2, 3, 4, 5, 6)",43,-0.08304530886141283,0.4021192501792828,-0.02379571397177781,0.3383588454498517,0.36049653023898254,-0.4290775922285579,0.07673112872296642
"(2, 3, 4, 5, 6)",44,0.13955741784815584,0.416515216074242,0.1827921435261897,0.34427766486553235,0.4779262206555645,-0.4290452085486428,0.15407561410678886
"(2, 3, 4, 5, 6)",45,0.46575890202709697,0.27515660952407467,0.4673236967933417,0.28077918467611274,-0.20709664759951102,-0.42928363467968383,0.18939020378446725
"(2, 3, 4, 5, 6)",46,0.5167270769677255,0.263469476078202,0.5198755713476515,0.2783154529515973,0.21353423214844824,-0.4291148107906831,0.18807343715416897
"(2, 3, 4, 5, 6)",47,0.5911263704499016,0.29705438609275453,0.5795200533596104,0.3021499728905015,0.3202814921854344,-0.42908599618617316,0.10789838840369326
"(2, 3, 4, 5, 6)",48,0.5686546442489231,0.21622604298652393,0.5562155067373084,0.2656405160537406,0.26225074655941694,-0.429101687571241,-0.0691383831997937
"(2, 3, 4, 5, 6)",49,0.5221148276990614,0.2480928854689544,0.509838865410198,0.29278545714734994,0.2117043292466131,-0.4291156576337973,0.08384347264545855
"(2, 3, 4, 5, 6)",50,0.3520132036406574,0.25016334100758875,0.3668689169136417,0.30934166903608984,0.06696400239345544,-0.42916895176974046,0.16813384628115752
"(2, 3, 4, 5, 6)",51,0.35371155564916523,0.3624398152441856,0.37543314575817704,0.3843721293898348,0.24672637694216676,-0.4291026782957552,0.29082367682612276
"(2, 3, 4, 5, 6)",52,0.14887032559779978,0.3787771657439623,0.2037177302356725,0.3975214284018138,0.9061156311628549,-0.4288982421696776,0.2881736092721215
"(2, 3, 4, 5, 6)",53,0.2815562589356006,0.37619022044701417,0.3169552652658449,0.3922373194915279,0.37687849522645345,-0.42907612065957196,0.31112501961328315
"(2, 3, 4, 5, 6)",54,0.38290004645515,0.3610889403593507,0.39302998788397653,0.37800134259997814,0.4076623014106473,-0.4290636121499204,0.33801176515655734
"(2, 3, 4, 5, 6)",55,0.35424098235998736,0.36754040148798583,0.3660808212363661,0.37307542169785773,0.26132757628103864,-0.4291069044051182,0.49734786929607405
"(2, 3, 4, 5, 6)",56,0.45947934359811216,0.3840581140721252,0.44890328392698353,0.3725669582961673,0.26696279698890113,-0.4290979727067385,0.2140961811614194
"(2, 3, 4, 5, 6)",57,0.5275457028356438,0.3203806073880851,0.5091090157775319,0.33796252198473115,0.33018609811790994,-0.4290886662916445,0.10993042532274082
"(2, 3, 4, 5, 6)",58,0.55516637067054,0.2570576766250497,0.5327254002410365,0.307009964081428,0.3407785567448107,-0.4290804088678903,0.050660811538556734
"(2, 3, 4, 5, 6)",59,0.4758507865034744,0.21776103055036958,0.4630586341383308,0.2818869302720605,-0.20887956467638596,-0.42928295612572176,0.01841878831092845
"(2, 3, 4, 5, 6)",60,0.3211482996458671,0.26526201171664127,0.3257318009757607,0.29775834829557435,0.279789401486975,-0.42909660006008693,0.2240931967338828
"(2, 3, 4, 5, 6)",61,0.23284373909271094,0.26956193718284427,0.2523679287656662,0.2889622691680435,0.547854598435648,-0.4290246776232161,0.1609456824100146
"(2, 3, 4, 5, 6)",62,0.2006767615971099,0.2630639388412236,0.22515528281295039,0.2752758353838725,0.26050031789794675,-0.4291114082951879,0.02280991772106599
"(2, 3, 4, 5, 6)",63,0.26612867091241166,0.328726954235258,0.2811285708881794,0.2974278586274842,0.6411671736167169,-0.42899801020474976,-0.00711382212109124
"(2, 3, 4, 5, 6)",64,0.2787678472153204,0.33441035659851204,0.2951666864383979,0.294646213409974,0.5374506091335353,-0.4290573011907903,0.07919344983882469
"(2, 3, 4, 5, 6)",65,0.20527526961396353,0.32581102596531375,0.23423583353696137,0.2844949060430176,0.26195007920994956,-0.42910336544318844,0.021114422885158746
"(2, 3, 4, 5, 6)",66,0.18595484915074498,0.3434869954654555,0.20141761609186953,0.2856658466270888,0.0024430353620564734,-0.42920852122879943,0.002903695707735489
"(2, 3, 4, 5, 6)",67,0.24773408551907808,0.28799216627600843,0.23831012213061453,0.2560616413139198,0.07916332405958586,-0.42915807336152606,-0.13405050106456445
"(2, 3, 4, 5, 6)",68,0.24670929458017452,0.3269546772562989,0.22349026390198162,0.2788897669144302,-0.07688755616870593,-0.42921966276731044,-0.02193662270833658
"(2, 3, 4, 5, 6)",69,0.15988884737046585,0.30726070790074117,0.14098893416789798,0.27462470677200046,0.3490412996729553,-0.4290799434677929,-0.10211109418441544
"(2, 3, 4, 5, 6)",70,0.24444396994642517,0.3227090033368641,0.21447815167359055,0.28721801517585577,0.4419372030770548,-0.42905538324301723,0.17426404986874613
"(2, 3, 4, 5, 6)",71,0.19392340921506315,0.3801346337054276,0.17756002406124363,0.32753028856196903,0.12814110327433983,-0.4291461390646043,0.1814322611835449
"(2, 3, 4, 5, 6)",72,0.0763535891387589,0.3960753616656808,0.08538001333512574,0.3481863651614798,-0.02884137695038195,-0.4291967535149164,0.19338390070155237
"(2, 3, 4, 5, 6)",73,0.1510972953047105,0.39847957605100975,0.15508975882973433,0.3609708834676239,0.4528039254905503,-0.4290588863529809,0.23324967582549577
"(2, 3, 4, 5, 6)",74,0.2538850993179781,0.39489530480843626,0.2558533781291329,0.368279444065772,0.31581241882683425,-0.42908738672581553,0.3965902957605171
"(2, 3, 4, 5, 6)",75,0.377709871933737,0.3930746773910039,0.3772719806837961,0.3745724586448431,0.3122747803646913,-0.4290876923261702,0.31961632688400504
"(2, 3, 4, 5, 6)",76,0.45366560579529913,0.4277168343893886,0.45134297590285927,0.40571945137309295,0.18102798245691887,-0.429125895222792,0.3683631915910693
"(2, 3, 4, 5, 6)",77,0.4832042450922874,0.4732276197439472,0.48330775608037485,0.4427259910478131,0.8434684185304027,-0.4289239738538163,0.23750574701733257
"(2, 3, 4, 5, 6)",78,0.5309688758104616,0.4140099782912201,0.5340833452275553,0.42383565318326477,0.48486411765985954,-0.429044347172097,0.19611182422646928
"(2, 3, 4, 5, 6)",79,0.5821104744732796,0.3736995660584083,0.5894438277136482,0.42178083354782986,0.009388326401239076,-0.42919558638040245,0.19862831885476193
"(2, 3, 4, 5, 6)",80,0.6913098031459629,0.3826706544341746,0.6939263430327327,0.4385863170919582,0.3229156253762122,-0.42908573151654983,0.31098025188840867
"(2, 3, 4, 5, 6)",81,0.5527048504694713,0.2804478515038525,0.5796850247844644,0.39118714648544256,0.3508179839041087,-0.42907905894108705,0.06978922924715057
"(2, 3, 4, 5, 6)",82,0.5662106055374699,0.2898344042005902,0.5813181059073286,0.3928170337298003,0.6003127795874551,-0.4290064889641855,0.5231966426896062
"(2, 3, 4, 5, 6)",83,0.6883010912227657,0.3107417829900397,0.6801247011207879,0.3948202396234956,0.2107495637021013,-0.42911666330045267,0.66643779431648
"(2, 3, 4, 5, 6)",84,0.686350451154927,0.4290566984030032,0.6687638000605117,0.44419062229362233,0.5476425101333516,-0.4290253722543594,0.6869144455826178
"(2, 3, 4, 5, 6)",85,0.5415758037750679,0.4117977811087555,0.5440105614170934,0.4309517657409413,0.634940748794475,-0.4289961024041308,0.6077401523123805
"(2, 3, 4, 5, 6)",86,0.507878594200549,0.41426949896472237,0.5176019423128071,0.42473497600861065,0.28276271024249194,-0.42909589623237715,0.5998235085744846
"(2, 3, 4, 5, 6)",87,0.5139399270773912,0.4684316102882626,0.5207191190742375,0.4451763528349103,0.38191219574264423,-0.429073238507152,0.7823297589738274
"(2, 3, 4, 5, 6)",88,0.30231745624697803,0.46698347344884467,0.3298674792833344,0.43733190405979033,-0.1661049676397369,-0.42930495826335086,1.6198017056354153
"(2, 3, 4, 5, 6)",89,0.2877461333010057,0.46964600918732835,0.3040060970802219,0.4337760414893487,0.2336815982725372,-0.42910892427786307,1.517783429844748
"(2, 3, 4, 5, 6)",90,0.22484041978051844,0.43833408005391294,0.239239943110319,0.4130177491245079,1.0283108675592265,-0.42883974494403754,1.3237187809476105
"(2, 3, 4, 5, 6)",91,0.4106980149661337,0.41984753359775934,0.3860753114722523,0.3953457521711377,0.4985205362840048,-0.4290855010783213,1.2900255816595092
"(2, 3, 4, 5, 6)",92,0.3681147551784241,0.3672915445157345,0.3502283194002159,0.36382614909194755,-0.14101418233342097,-0.4292664003861929,1.2701553347721901
"(2, 3, 4, 5, 6)",93,0.3163045038634544,0.2939204693328205,0.30604314882971634,0.3231274186257057,0.23598445683758665,-0.4291063999928369,1.0412011682175515
"(2, 3, 4, 5, 6)",94,0.3547862658332152,0.3180585374691295,0.3409251539579933,0.32751652014734156,0.2790625518566643,-0.4290955347132789,0.7144819042029954
"(2, 3, 4, 5, 6)",95,0.3434858652330357,0.31080278199910033,0.3365147210688364,0.3176584221258956,-0.4200726151812737,-0.42941485638565674,0.08803361203376389
"(2, 3, 4, 5, 6)",96,0.4407036877566174,0.31401776550416577,0.4195445173823804,0.31255471454498723,0.20998783133314103,-0.42911627638251265,0.023822203045072574
"(2, 3, 4, 5, 6)",97,0.3980915213873659,0.2931299786704298,0.3884765483114622,0.29864116911500743,0.2312393741113364,-0.4291096328150962,0.1512623812167644
"(2, 3, 4, 5, 6)",98,0.22792849119189118,0.2998824581789232,0.24793684788469492,0.2973550210379584,1.2097730868749295,-0.42873389290932473,0.19895761686195906
"(2, 3, 4, 5, 6)",99,0.23803511555508539,0.26750552297279406,0.2736480944242249,0.27695267406674745,0.25708248080896406,-0.4290995496792888,0.39193675783898424
"(2, 3, 4, 5, 6)",100,0.3588115245040907,0.2977987976870274,0.37996375839942237,0.29664668263110117,0.17717814421706599,-0.42912322990450397,0.6577205812100305
"(2, 3, 4, 5, 6)",101,0.3214663044085192,0.2650934069454118,0.34759581523870936,0.2819287873321256,0.5781695927680804,-0.42901903539023484,0.469698544029106
"(2, 3, 4, 5, 6)",102,0.2689367012583567,0.290853627176515,0.29983297027073574,0.2931244891677697,0.30918233021621216,-0.429088059783441,0.44457890016406526
"(2, 3, 4, 5, 6)",103,0.3906497934822225,0.35049621142832055,0.3916658489120817,0.3287950771452882,0.4262135622852648,-0.4290974690562271,0.14203699801858877
"(2, 3, 4, 5, 6)",104,0.4605322697748219,0.35973930204313165,0.43439995402272225,0.33372983232040176,0.15834998530956243,-0.42915741474037505,0.09024574806556009
"(2, 3, 4, 5, 6)",105,0.44950266173245546,0.26360135745376173,0.4090890943700072,0.2875890054956941,0.0792094888569069,-0.4291794433325231,-0.015587801994573094
"(2, 3, 4, 5, 6)",106,0.14594922796010854,0.26103044966920486,0.1420168455636378,0.29318251690569014,0.27500998898944556,-0.42909658135590023,-0.09406968212737687
"(2, 3, 4, 5, 6)",107,0.3455619844792585,0.32465323434794097,0.3123884681479543,0.3275035403973654,-0.22302430686811184,-0.42936456799233935,-0.1381091445277846
"(2, 3, 4, 5, 6)",108,0.23360190723710117,0.34080699671176773,0.21907826561689497,0.33330176352236635,0.3272924966604137,-0.4290859287418764,0.16120088708984984
"(2, 3, 4, 5, 6)",109,0.26907782536026287,0.3011395674072487,0.2523408756493534,0.31318522324502496,0.20857930352406115,-0.4291164857362093,-0.04552931369457719
"(2, 3, 4, 5, 6)",110,0.27086500087473747,0.37075651124412395,0.26397121821489666,0.3421967445437001,0.3894990964763667,-0.42906833148221646,-0.03597311441767391
"(2, 3, 4, 5, 6)",111,0.24879759562695905,0.3901028688871795,0.2492822166327039,0.3454766713991538,0.256334252017819,-0.4291040835426664,0.07281602157043235
"(2, 3, 4, 5, 6)",112,0.24752348570348648,0.3814547533899383,0.26422342372383,0.3341084674759867,0.30038786591413574,-0.42909149885967507,0.11056887454293131
"(2, 3, 4, 5, 6)",113,0.3004711744249709,0.3204207309973213,0.32202009803874654,0.301758142318185,0.26597180776415874,-0.42910231434208546,0.22524002586781883
"(2, 3, 4, 5, 6)",114,0.2651343157908686,0.3195399908607982,0.29953457594413707,0.3087330586168513,0.72330476489463,-0.4289776892458998,0.1963668544093984
"(2, 3, 4, 5, 6)",115,0.4189164057771862,0.33959625001150967,0.4281923429920117,0.32693167125724426,-0.08558572701729454,-0.4292243974787837,0.13683973713017997
"(2, 3, 4, 5, 6)",116,0.36651354663923186,0.32601534580612745,0.3804816786004797,0.3281339255865164,0.618556659884372,-0.4290026702513284,0.13552588336977206
"(2, 3, 4, 5, 6)",117,0.3903745509147542,0.3671485613914043,0.3951763211686665,0.36046589800951884,0.32391598527443605,-0.4290872096227257,0.1512754402887599
"(2, 3, 4, 5, 6)",118,0.39041841147418244,0.30133775209107916,0.3913090287327131,0.3327491156485111,0.33341408416186463,-0.42908246020816093,0.14454707904189765
"(2, 3, 4, 5, 6)",119,0.34578638549687496,0.3209832123959509,0.3497626266330317,0.3546868060538397,0.2452897771401549,-0.42910589086751955,0.26483860172048285
"(2, 3, 4, 5, 6)",120,0.4535187454239647,0.3463263327410446,0.4449821203491819,0.3769012310845289,0.41702263900998715,-0.4290638320005315,0.16973573215986087
"(2, 3, 4, 5, 6)",121,0.44695131061118315,0.3293714526637047,0.4418085945642169,0.3775927050897388,0.11938195470757697,-0.4291458043883073,0.20346894509192567
"(2, 3, 4, 5, 6)",122,0.43736023367945825,0.39420707186969456,0.4392019722512968,0.41665424742536206,0.52655814685162,-0.4290556067309308,0.2738439791999475
"(2, 3, 4, 5, 6)",123,0.5613919890907366,0.39375948842852265,0.5502531773729412,0.4193272340655292,0.04692620383323427,-0.4291724146201183,0.3467581848315726
"(2, 3, 4, 5, 6)",124,0.681845586616505,0.35080679137815085,0.6570331359707892,0.39322353356998485,0.3162614939235073,-0.4290909227672237,0.3034070037481795
"(2, 3, 4, 5, 6)",125,0.44671799357215175,0.34538778089718525,0.4668714443710815,0.38693358880867196,0.38389656154276247,-0.4290697057940532,0.23564203911032758
"(2, 3, 4, 5, 6)",126,0.4931773329629869,0.3543754925447222,0.5033749040681335,0.38732547481552876,0.02838473081628052,-0.4291842501690797,0.10315134465990257
"(2, 3, 4, 5, 6)",127,0.5680192676950011,0.3167970187031557,0.5662412522583322,0.3623642677469492,0.8536712476426425,-0.4289178736528481,0.20685199743462332
"(2, 3, 4, 5, 6)",128,0.48431870344218547,0.3340422079159244,0.49795544683731885,0.3631272796054248,0.21244004521751741,-0.4291236412306521,0.26394927213052843
"(2, 3, 4, 5, 6)",129,0.4765582169770882,0.31388184681636466,0.48632373462412976,0.34891721936045533,0.5340466805648428,-0.4290320966059298,0.15453389681450116
"(2, 3, 4, 5, 6)",130,0.3799898969469936,0.3663485135563628,0.4046284754240048,0.3688939869708854,0.35976295918080575,-0.4290757706973905,0.1159287471122495
"(2, 3, 4, 5, 6)",131,0.3470677917439782,0.3758155397039353,0.370194486449726,0.3658151937272699,0.7063810893298691,-0.4289693421895586,0.35639266560630883
"(2, 3, 4, 5, 6)",132,0.37598885541358595,0.34996633767744395,0.38224684108076296,0.3458443005958711,-0.44390937413379294,-0.4294710695300682,0.3456409483191809
"(2, 3, 4, 5, 6)",133,0.3717307356915475,0.3899537639495278,0.3682744932809561,0.3587763201265399,0.595442975540358,-0.4290136741273547,0.3732868075481837
"(2, 3, 4, 5, 6)",134,0.2949373514775021,0.38648150736865305,0.288809380697235,0.35306704331444067,0.3662080363295913,-0.42907594622131334,0.20778785576299796
"(2, 3, 4, 5, 6)",135,0.20772580365204377,0.38475620422827944,0.2014705838505534,0.3494204637012008,0.19315073625966522,-0.4291213226475062,0.21206646591303344
"(2, 3, 4, 5, 6)",136,0.2684926948466886,0.3971068981943829,0.24512539014960938,0.3511372679322654,0.32319156461275184,-0.42908558056932744,0.2812489179779245
"(2, 3, 4, 5, 6)",137,0.24098615857540534,0.365116257785935,0.21877774139867898,0.3348645206664661,0.1784593173499991,-0.42912269133848224,0.25690370525690065
"(2, 3, 4, 5, 6)",138,0.2748267230920708,0.4080964866305385,0.24943776496900946,0.35887260026428347,-0.12345476258223402,-0.4293464961718382,0.09061101147557298
"(2, 3, 4, 5, 6)",139,0.1265904621572874,0.41243655981709076,0.12996608904884574,0.3626488974498835,0.3724205155237888,-0.4290733645718565,0.02515332582497073
"(2, 3, 4, 5, 6)",140,0.42510900321323564,0.3866848583822105,0.3887960547908775,0.3542009293877851,0.44221079528286455,-0.42905479533312907,0.047826552119217915
"(2, 3, 4, 5, 6)",141,0.34178986533322236,0.4185501259182611,0.3350392085813541,0.3730907669087206,0.005019890017548809,-0.42920656063095763,0.0980993288883183
"(2, 3, 4, 5, 6)",142,0.3581265065723492,0.3626897508796907,0.3617925072653605,0.35232093129260805,0.4085773841524343,-0.4290653476066805,0.17781275753556797
"(2, 3, 4, 5, 6)",143,0.4033193238438783,0.35056235430666743,0.4132029988569695,0.35533531552559194,0.6333588190609035,-0.4289997323913234,0.21018787043389883
"(2, 3, 4, 5, 6)",144,0.3971198759488842,0.3232255734056105,0.42113385789912006,0.35287301521459835,0.21799625918220852,-0.42911636251292845,0.33406785783663157
"(2, 3, 4, 5, 6)",145,0.4318606296646626,0.3380627740592885,0.4619762043358857,0.3693163173162866,0.5803817838575458,-0.42901469729665453,0.3287190724650872
"(2, 3, 4, 5, 6)",146,0.6367946840425547,0.27137925858650314,0.656491511344519,0.35304769690892435,0.24112320294658418,-0.4291073593093282,0.4100930002824336
"(2, 3, 4, 5, 6)",147,0.6010479591884834,0.40675427012980825,0.6278861124039528,0.4401632712883301,0.7502805174939278,-0.4289585427547875,0.47872599085116335
"(2, 3, 4, 5, 6)",148,0.5954668023606312,0.40986213271265215,0.6266902747173444,0.4455438435373914,0.2486692005696049,-0.42910718772222606,0.5007922161020433
"(2, 3, 4, 5, 6)",149,0.8148409430008233,0.37367921706035084,0.8090053124225225,0.4329842253885528,0.4361665486001211,-0.4290564725990326,0.4990971322520173
"(2, 3, 4, 5, 6)",150,0.665139238534455,0.3661533308630502,0.666463696138247,0.4318411185971415,0.3738112336279893,-0.4290748734692009,0.4028851078575012
"(2, 3, 4, 5, 6)",151,0.5416129987581009,0.3660492375748873,0.5498765851441906,0.43213492765184586,0.26888876899094094,-0.42910031917992913,0.2803264250666841
"(2, 3, 4, 5, 6)",152,0.5791930959092623,0.3605764919191995,0.5692981708894153,0.4254878397788453,0.2926794020463479,-0.4291068244048723,0.2813766033751981
"(2, 3, 4, 5, 6)",153,0.49922716716093035,0.36130628091352746,0.49120787279918676,0.41878575204658286,0.3227690499573754,-0.429087374035053,0.3872394168727164
"(2, 3, 4, 5, 6)",154,0.5507641568369231,0.3788274460542607,0.5240562329428302,0.41177492648663483,0.24621857232490166,-0.4291064322803755,0.2630382796742572
"(2, 3, 4, 5, 6)",155,0.4698247899176678,0.36493851245883896,0.450950443233967,0.39139702805340354,0.489810761480639,-0.4290449610284742,0.21208964787125062
"(2, 3, 4, 5, 6)",156,0.4271500990197871,0.427631441605767,0.4185623332934036,0.406898581001177,0.33034829288875545,-0.4290835969030302,0.18310878612519838
"(2, 3, 4, 5, 6)",157,0.3398346021227421,0.4513272187379161,0.34452087367181944,0.4024355170465423,0.1080988836833436,-0.4291557654822281,0.2876940191561265
"(2, 3, 4, 5, 6)",158,0.33190420263045817,0.47193742275464445,0.33831069832127053,0.4037786255986523,0.24943012883822366,-0.4291028137509492,0.2928775454602163
"(2, 3, 4, 5, 6)",159,0.3089860209855131,0.4807485975241476,0.3201028147522792,0.4010944661617274,0.35968142994478147,-0.42908851022781735,0.4782502571998724
"(2, 3, 4, 5, 6)",160,0.16550818599738218,0.4594361901898649,0.19232991038818728,0.38628363231749396,0.2427320551641969,-0.42910370215753013,0.4370528080460339
"(2, 3, 4, 5, 6)",161,0.216108334800152,0.47152910951456833,0.2288121517620268,0.39087054190664045,0.30426055322833545,-0.4290903675201826,0.3583807863892631
"(2, 3, 4, 5, 6)",162,0.23716202028069128,0.33141672195253413,0.2421141072179669,0.3256927178444661,0.6233395569448255,-0.42904262002215754,0.34542272335710394
"(2, 3, 4, 5, 6)",163,0.19800072451130693,0.34754791076679115,0.20424794081035286,0.3323749645256376,-0.006571468628581367,-0.42918812473919465,0.2223757772213689
"(2, 3, 4, 5, 6)",164,0.284237569983756,0.3362213309559218,0.2726205178704155,0.3298838331480488,0.13820274639223915,-0.4291430312299686,-0.03922236895072755
"(2, 3, 4, 5, 6)",165,0.40451269258879236,0.33765910086667816,0.3813780946622896,0.3298450452550729,0.31319520507991155,-0.42908784198229244,-0.06052284719842098
"(2, 3, 4, 5, 6)",166,0.392979799846265,0.29842562282520485,0.3752402730493925,0.3104152814490039,0.08909489629633656,-0.42917286765586526,-0.2825101819262187
"(2, 3, 4, 5, 6)",167,0.4372331407593604,0.2970443102759224,0.41266800258806496,0.30928562063353143,-0.08578040049751204,-0.4292242060301376,-0.33006737076340276
"(2, 3, 4, 5, 6)",168,0.44847936814857436,0.41306751352560545,0.42448550282116126,0.36726941911848526,0.5260629228853083,-0.4290343965398324,-0.07362409749305336
"(2, 3, 4, 5, 6)",169,0.32631768177113013,0.4553711006411419,0.32166302887826764,0.3973288847204023,0.36374194093624174,-0.42907746353398973,-0.10805113539576343
"(2, 3, 4, 5, 6)",170,0.12168168339493791,0.3477705963657254,0.14265681856136644,0.35681019255760343,0.2279455149557813,-0.4291084317849291,-0.048480914727654235
"(2, 3, 4, 5, 6)",171,0.18680061402730952,0.4076864802742641,0.2008361729598715,0.3879796665297777,0.5047563155260969,-0.42904350128292107,0.2753354377426418
