time,SW-15,SW-29,TSW-15,TSW-29,SD,JC,TD
"('20',)",1.1171803517651138,0.5350978876038801,1.0949485862087007,0.5969933411600532,0.24161139374821805,-0.5618543400760904,0.3922148837414448
"('21',)",1.065832553396371,0.5216735678879599,1.0436697407963378,0.6132858912399143,0.47406376820477475,-0.56177915225844,0.5188968428853314
"('22',)",0.9298737322338261,0.5781460162819484,0.9236499556201763,0.6669151789937824,0.9568755048874814,-0.5616147334122799,0.48221188854791025
"('23',)",0.7488165813511832,0.6808031781888986,0.7733316502941956,0.7540515940621026,1.1782152194468385,-0.5615100624962339,0.5413328773487448
"('24',)",0.8431586431128076,0.9502258666412112,0.8537753260805703,0.9536731254983503,0.9248704410156873,-0.5616281645065629,0.4132180414007638
"('25',)",0.6461213010856821,1.189114648047753,0.6719665993645327,1.1481413921856873,0.9725408012963612,-0.5616108029994744,0.3977346874518402
"('26',)",0.6255841375049834,1.3737246397158398,0.6394743671657369,1.2960834279111964,1.0028723434885338,-0.5615954258137792,0.04584080465952995
"('27',)",0.7904712329814987,1.4669774654767018,0.7697930551291491,1.3811118993257767,0.8216614675378842,-0.5616676571945415,0.03633129244755384
"('28',)",0.7213025661417428,1.4741668435057638,0.6921672883196923,1.4194335690138722,0.9237663125507609,-0.5616287649363896,-0.07948132341326253
"('29',)",0.9337012081766328,1.5117197833287601,0.8854442603065263,1.4779123377329537,1.0348765747473896,-0.5615806434776908,-0.000329116082835463
"('30',)",1.2398453051577838,1.5394173394017703,1.1734916277228449,1.5269122933111166,0.8503280792911126,-0.5616580448297935,0.00048208226120281605
"('31',)",1.5291496804370273,1.6421256509645814,1.476957487436626,1.610950970540223,0.8794686028754674,-0.5616457823214823,-0.03513981876461522
"('32',)",1.6496008316082706,1.5712451634786697,1.6086738967699976,1.5909665958157395,0.5874515901626147,-0.5617461158437496,-0.05330617113923299
"('33',)",1.6262227033988728,1.4619550320647514,1.6028187535718381,1.530341231617381,0.7062859295653735,-0.5617089591281313,0.15760913650080013
"('34',)",1.6496151356388689,1.4819817270651292,1.62890018197244,1.5339319280544108,0.6989954304476586,-0.5617103917252834,0.2281697177089134
"('35',)",1.5946907528778165,1.4329516452443882,1.5806906982699345,1.4885818006111462,0.5060170066197452,-0.5617716810876858,0.72555131315168
"('36',)",1.5855350422305272,1.369992447098216,1.5709447772432181,1.426247182743495,0.2828494694879623,-0.5618342031636476,0.6813414326230137
"('37',)",1.5238823827923205,1.3508925330770003,1.5126649512476564,1.3881263077111545,0.23077984277181893,-0.5618584870431849,0.7248011160661781
"('38',)",1.4854307079302116,1.3065266253949395,1.4679801588194903,1.334582357652001,0.8550483267340958,-0.5616501631300219,0.7449948459209249
"('39',)",1.233640056620846,1.2674629747660981,1.2418332869505277,1.2817197237691627,0.5417216769423887,-0.5617707502550449,0.8624299871508091
"('40',)",1.117508372424175,1.2783494236777502,1.121362807215619,1.2489086137963625,0.2385213225480159,-0.5618938903556598,0.7092954555654735
"('41',)",0.9973450652899584,1.2424680154310488,0.9910832078671009,1.1916145134273257,0.4133944438730042,-0.5618273641512442,0.6944028011857155
"('42',)",1.0412520215255985,1.2265615731666693,1.0213503139228721,1.1473505964360056,0.14218546405397048,-0.5619139837636302,0.22141590376070436
"('43',)",1.0151519799317512,1.062316111578834,1.0046113428220789,1.019759238389978,0.6197863890292471,-0.5617397690112904,0.2687687170256089
"('44',)",1.0440300488415912,0.8743715096047509,1.034871653682368,0.8668550938594545,0.4137988140075732,-0.5618042785352357,0.2929568886325142
"('45',)",0.9590722309997461,0.7682501752484195,0.9583060006731717,0.756227545182446,0.33933902319113524,-0.5618450301264951,0.2797678345886844
"('46',)",0.8314440156886524,0.6050771590574971,0.8390361628344041,0.6157069354387055,-0.008610133609571535,-0.5619814779174486,0.24771060388703242
"('47',)",0.8139046967314526,0.563486883044039,0.8145356407231814,0.5464604408876802,-0.15118163397191417,-0.5620564562475553,0.23016440036518943
"('48',)",0.8230531709170007,0.5331937347667942,0.8147618438840987,0.4858912736602565,0.08682899644413435,-0.5619170404487802,0.15468939112716606
"('49',)",0.7705980507855119,0.4854376239265851,0.7660825791197977,0.43134862112607986,0.11481868397614042,-0.5619163452434213,0.5433879001993877
"('50',)",0.52396524794838,0.3860766425941866,0.5488523603834031,0.3553989016548818,-0.0478406612667303,-0.5619869547487144,0.48115301784108194
"('51',)",0.24567825536725105,0.271360817174121,0.29225052795816014,0.2762521649847501,0.4203229816217942,-0.5617963596222115,0.7454805060992121
"('52',)",0.1744608985792924,0.21306291785152098,0.21636138649869704,0.22426980922256604,0.3627979948144334,-0.5618091354412259,0.7492163359181875
"('53',)",0.030864459475914097,0.12480958157780507,0.08580116541031821,0.1616075954606599,0.3832517322034626,-0.5618018985108503,0.692698669385847
"('54',)",0.13820430254101215,0.09931977014819764,0.17330880420122158,0.13962104737871914,0.592630587929397,-0.5617490186997727,0.5534338215731596
"('55',)",0.3629604087758853,0.10338481024300447,0.3785749515261696,0.13795204327149613,0.5712942278631427,-0.5617535638912834,0.5745908787166417
"('56',)",0.4580605993933468,0.1286721756680639,0.47884237111887473,0.15366574739774055,0.5254136015376851,-0.561765233266626,0.22923305629562293
"('57',)",0.5031899616162456,0.19945798800223152,0.5400842952666837,0.19837221581446682,0.42290165203716457,-0.5617912592955114,0.18255275490895184
"('58',)",0.5614342859128476,0.20064776010595486,0.6054548118870063,0.21572338417447084,0.3231299550887756,-0.5618220524946799,0.23069933179928234
"('59',)",0.5454866648705252,0.22811159106407702,0.5940384446102285,0.2533804708676711,0.3850930310242739,-0.5617994155163266,0.284831477367037
"('60',)",0.5746703545653924,0.23404189040284376,0.6067163023967406,0.28761284894323846,0.250205035484274,-0.5618447064560282,0.3470497331976436
"('61',)",0.66107861839168,0.2723173776380691,0.6673438863721913,0.34156965199949363,0.44332048114444755,-0.5617991075795591,0.530757784212524
"('62',)",0.6330276780369767,0.3894484060847843,0.6328435645170183,0.43526614073505265,0.6593089885341299,-0.5617313268711501,0.5357865715770818
"('63',)",0.5730870851757369,0.4623920126132081,0.5692230616229562,0.4999030404532402,0.4989861312210975,-0.5617747204761736,0.5900025317938498
"('64',)",0.5626312445332089,0.5238494158231668,0.5417256204862877,0.5548844052671066,0.1674367934376432,-0.5618823346698357,0.7128768546169691
"('65',)",0.5099691609411365,0.6347555913692843,0.4780907423670206,0.624600990649795,-0.08666779193305398,-0.5620089348469065,0.3166997097609184
"('66',)",0.45048746255652317,0.6448009149423984,0.42021429992561427,0.6271337736721778,-0.04990912570262061,-0.5620032038779557,0.25313801795767354
"('67',)",0.5016575215447617,0.590729488303191,0.4636784630254031,0.5929534883580329,0.027467500429971696,-0.562002051249161,0.2766267296365699
"('68',)",0.3775681598455825,0.5429364009258729,0.358984237819851,0.5553016699611758,0.30207759817326896,-0.5618452742165616,0.19289640103857542
"('69',)",0.44272628514744644,0.5498330877699579,0.411490279283067,0.5516628042948301,0.3711598824656607,-0.5618092957502879,0.1604904704045342
"('70',)",0.43547319878688867,0.5749736651447497,0.40244591471265956,0.568096194109009,0.6986246944327021,-0.5617111424518897,0.07152082296892781
"('71',)",0.5108303264029843,0.6294886480179901,0.46667401435510686,0.6021227080799326,0.7921142229562664,-0.5616789098223695,-0.022583193235265826
"('72',)",0.471914938777653,0.6247739148789102,0.43530088501842074,0.6023222560477338,0.783405630925969,-0.5616819709075357,0.05320931931345847
"('73',)",0.26196678703910076,0.6317542501574053,0.2618224543082961,0.6164732688055109,0.7912634860731823,-0.5616803793805557,0.1342497852264164
"('74',)",0.34476942274879824,0.6082048451279922,0.349616792537072,0.6195950971589635,0.6366454883980371,-0.5617439517174352,0.08527610750026834
"('75',)",0.46825895050911664,0.6171148332636611,0.4766620468033275,0.6333130597873655,0.4151128723161704,-0.5618315646085683,0.4842590910034278
"('76',)",0.6261910723104275,0.549446125019498,0.6349850356670016,0.6049200078905794,0.7585223998183513,-0.5617066355149332,0.5334166802755076
"('77',)",0.779029446337076,0.4474958993977736,0.7925498705216191,0.5490669257226973,0.588176401366129,-0.5617596714307009,0.5177189764579081
"('78',)",0.9295680363917316,0.4112672712350276,0.9507345332065289,0.5224348623746282,-0.0004279658848899895,-0.5619610258037523,0.7075954196348456
"('79',)",1.168987483449613,0.22578769132942908,1.1742194759430273,0.3975214992153173,0.05291710121040118,-0.5619482042521646,0.7044341360589517
"('80',)",1.272524144922805,0.10859533667665133,1.2616796354310533,0.299580486562502,-0.09727877928280292,-0.5620487416670066,0.5627382079159645
"('81',)",0.8250348420233796,0.024846918097150953,0.8547728371954316,0.21073459297330777,-0.27869666593300185,-0.5621396097929613,0.5006568277440079
"('82',)",0.7674119051462845,0.04715540708686267,0.7812825021328931,0.17896244382933874,-0.3417126684196812,-0.5621908148805699,0.17293521940822748
"('83',)",0.6132169460599518,0.08368144730354049,0.6278978785967557,0.14849134438246378,0.08215708788245718,-0.5619279036894792,0.3246167506370166
"('84',)",0.41346952612492716,0.07124964311974857,0.439194403754331,0.10263196150194435,-0.07230562181271775,-0.5620109261804721,0.4231223940332526
"('85',)",0.32983497428859576,0.11277104761192007,0.35998785370514363,0.09703749022276911,-0.15560670855696357,-0.562049760881219,0.2164088167762408
"('86',)",0.07542441935979304,0.16765832684591736,0.1290636862204829,0.11173455541394255,0.30101366065012913,-0.5618524735739691,0.2586890694121777
"('87',)",-0.015729659181490326,0.16928364519950578,0.0316859772343024,0.11046415125965686,0.7220678692754009,-0.5617068981800659,0.2578078954930848
"('88',)",-0.06139278784146439,0.1380477208321673,-0.023043502776877577,0.09992198912813631,0.6265241910505327,-0.561733387737121,0.2718269804045976
"('89',)",-0.016942877325831576,0.12041029177180249,0.00033653579622229947,0.10428272264427321,0.8131457789394553,-0.5616704195439249,0.18031465422085383
"('90',)",0.1459659219175187,0.10401478536614807,0.13698239449665378,0.11417853672390103,0.8434618419157234,-0.5616603226352794,-0.14688484832466192
"('91',)",0.11376353604567246,0.07314853718345689,0.11674877812134485,0.1271552797878142,0.7687351966793509,-0.5616880878119497,-0.17876887411952852
"('92',)",0.280264587801361,0.07170421642195239,0.2890873461427193,0.1618292020155027,0.7362853705758006,-0.5616980394994856,-0.13416805595201411
"('93',)",0.7432809920897803,0.10764256695194921,0.7366939875770613,0.21659291678252865,0.39899471684253446,-0.5618255186921225,-0.22309886721790245
"('94',)",1.0863589099037425,0.15741047312647855,1.067447785974454,0.2826878346033772,0.3621808012730484,-0.5618170226639637,0.029890092351763892
"('95',)",1.243623241594955,0.21212470279462653,1.222785269609182,0.3586347297565875,0.3333797401543588,-0.5618423577529388,-0.02850840921202403
"('96',)",1.2774129422020533,0.2982052435497451,1.2634669717746387,0.4515129343493351,0.44105121190602775,-0.56178621239459,0.0036281178044587797
"('97',)",1.390655633935244,0.42220359250592,1.3638612897212898,0.5735020198595623,0.35491704440326793,-0.561811171723151,0.2334453909565805
"('98',)",1.3388785153211527,0.49055499301461747,1.3182194176681064,0.6551148276314946,0.1312824352813847,-0.5618992111953727,0.16770886875357774
"('99',)",1.2738953050618695,0.6260110761149267,1.2598053966806404,0.7735773359649439,0.3791016030990036,-0.5618111856031114,0.3221669537065473
"('100',)",1.20471532257198,0.8367795232412012,1.189304032474794,0.9035219873105023,0.4623037022483369,-0.5618055167905636,0.3690129307556534
"('101',)",0.9293223409319963,0.9513180239649514,0.9311733675968025,0.9466239409055835,0.23166401538617507,-0.5619087661966355,0.31509627336856
"('102',)",0.7902364525748019,0.9987423071135652,0.7861901317190861,0.9351833185646107,0.18119674073712255,-0.5618774227711643,0.5694660783844896
"('103',)",0.35575049541270437,1.0176887293848627,0.3753844299926319,0.910247536418761,0.255429322588935,-0.5618491639409944,0.5779616316591758
"('104',)",0.17216533401498454,1.0031742542833944,0.20511833779088462,0.8567356916387596,0.2691657507188768,-0.5618408546306208,0.5138618295744691
"('105',)",0.19697735938678232,0.8834574900136357,0.20805770153307285,0.74568246422068,0.30520680492296415,-0.5618346331533173,0.5312343628118515
"('106',)",0.18286258016779122,0.7449769893999152,0.1803154859751873,0.6265408342126428,0.37174970259410056,-0.5618209660030149,0.39523071190415926
"('107',)",0.14498793883276445,0.6030110233900023,0.14010637135004023,0.5150964680671422,0.39893815926771964,-0.5617990774080823,0.31886645763918103
"('108',)",0.1533473964676118,0.4641261463372507,0.14882235875267802,0.411991648235672,0.5365539555584601,-0.5617581972810939,-0.008001363503096501
"('109',)",0.39239145828475475,0.3873050645003027,0.3665050768361515,0.35625693808760667,0.3923886171664228,-0.561800001068868,-0.21322811723664611
"('110',)",0.5499180273037445,0.2819587302759303,0.5222549414803803,0.2911289495575017,0.41261518593244345,-0.561792891534106,-0.25215375655444755
"('111',)",0.585484732184798,0.19574349126270899,0.5680949941447622,0.25793707125309717,0.26459347081729656,-0.561844500974994,0.047875387381888714
"('112',)",0.4375775620885415,0.2154930920897866,0.4617492952913241,0.2877790015218756,0.374577506709339,-0.5618031914531275,0.04289225402084936
"('113',)",0.4958656903608562,0.22492185644929152,0.5254328593629638,0.31612371357295255,0.40816782742289665,-0.5617932848222826,0.013333429105660034
"('114',)",0.700843330075563,0.28867464972666834,0.7069374238754779,0.3742434157810533,0.6786443029872438,-0.5617152919483103,0.04870478501296905
"('115',)",0.7535880830336281,0.36179305210701046,0.7604907066640888,0.44888656806504706,0.7368922392298896,-0.5616939726769992,0.27100598772865464
"('116',)",0.7722858179476797,0.4328543253732032,0.7947409073100016,0.5276536688971051,0.7702875232256968,-0.5616824489652489,0.3714200278585031
"('117',)",0.7931893062119768,0.6084789079408951,0.8286669600892044,0.6457899976565946,0.7432078256297223,-0.5616947848652557,0.3843471940733284
"('118',)",0.7742316324238543,0.7325738749962362,0.8273856635091268,0.7481375412736185,0.6007465405498859,-0.5617390650079694,0.2015716578505653
"('119',)",1.1079950567606307,0.7350347785877146,1.14051749896739,0.7845498704651596,0.42202701030432405,-0.5617900954364704,0.19546050864643114
"('120',)",1.2626356639927077,0.7546777524272656,1.2891201926446265,0.8197514985616732,0.3955045227853308,-0.5617972283170709,0.19790134755340152
"('121',)",1.4369558628538466,0.8100547332505562,1.4345416329423926,0.8670494574388087,0.3367022497438862,-0.5618162112550776,0.5686087827182289
"('122',)",1.1180513484747405,0.8391699447912345,1.1242038490458024,0.8930513369925408,0.25628162150129413,-0.5618484802592609,0.5418370670930119
"('123',)",0.9930882827076517,0.832153235955806,0.9899017001728219,0.8968794951521808,0.2763244795012823,-0.5618390659566581,0.6626462968258604
"('124',)",1.0835446882531399,0.8444334558384721,1.0586621596145496,0.910728938295795,0.41010792227247195,-0.5617964944435974,0.6669175271010573
"('125',)",1.232379324719724,0.8847563654883354,1.196315552734281,0.9263952908889503,0.43632959609256217,-0.5617879540363493,0.7114358835490153
"('126',)",0.9911214919076884,0.9795317280076682,0.9916858134618849,0.9719080554394166,0.36850163993762747,-0.5618045594800244,0.6183447511334415
"('127',)",0.8810562091084563,1.0133551438427812,0.8960049043594145,0.9796263947826143,0.26142774750978065,-0.5618417302769598,0.8763519988055898
"('128',)",0.8672859642952037,0.9909952279795267,0.8844710545549195,0.962419602831808,0.37281081341690026,-0.5618085040092607,1.6202360482775544
"('129',)",0.855597870784747,0.9770075325949125,0.878299707776176,0.9476034895282879,0.5024468717162837,-0.561770310582282,1.6063797769738073
"('130',)",0.8700782276934392,0.950550028421875,0.8957577561540394,0.9290210351331161,0.39979435434051863,-0.5617956219276944,2.031934145497822
"('131',)",0.8621852599648478,0.9113726027928081,0.8921133294548308,0.9083594734473389,1.0141922637385612,-0.5615827773171655,2.0598342565215964
"('132',)",0.963697245347907,0.8546180551099035,0.9800927939621314,0.8825906314937226,0.9770166781394121,-0.561598347986103,1.878074457511176
"('133',)",1.0026386297508691,0.8460634923199419,1.0158731375724508,0.8785720278869994,0.31030386303220553,-0.5618272052657134,1.9955197090605914
"('134',)",1.0197707311733895,0.8452056282413833,1.0313877657727437,0.8796914940816255,0.3885248569978773,-0.5618074416393177,1.7230017036988505
"('135',)",1.058808436451576,0.8397353217381802,1.0554636009282656,0.8787408808624747,0.4222028600815135,-0.5617900489698611,0.6520654658157358
"('136',)",1.0374282963201706,0.7664350441340904,1.020207869728061,0.8434842649886362,0.3970940713429747,-0.5617961428688765,0.8650513410524997
"('137',)",0.9714434003676338,0.7377052338560962,0.9554670657673622,0.818001239458298,0.35486966391792324,-0.5618088013840978,0.47803257800038557
"('138',)",1.0065458447197493,0.6827112563522505,0.9772008222603096,0.7684207433862632,0.33525602659803855,-0.5618154292328946,0.529402325961959
"('139',)",0.7991427759991128,0.6238119278560604,0.7869462443763662,0.7127222579319732,0.4755754181152221,-0.5617759217649669,0.9070111654361506
"('140',)",0.5427392177003262,0.6040939768285776,0.5784151461590885,0.672848366379202,0.40790947951718026,-0.5617933908967998,0.8950308728742538
"('141',)",0.6849655402119573,0.5923590395312247,0.7243751970590432,0.6359472128017956,0.41285947017620866,-0.5617923486621359,0.92993326339554
"('142',)",0.8821358254860793,0.6152421161446139,0.9079320039066335,0.6141693998258877,0.47584622789323366,-0.5617787374787762,1.221320233131809
"('143',)",0.7926707737130528,0.6721258259277298,0.8229020732473016,0.6101015306327902,0.5653632113670055,-0.561750862237494,1.1435584788020117
"('144',)",0.7319759208521525,0.6801911693847449,0.7615317233224403,0.5924282310882574,0.4864005576637073,-0.561772401592856,0.9229918166403472
"('145',)",0.6005853582516175,0.6500988365944085,0.641045371617457,0.5616229476029703,0.4184272712832003,-0.5617913823208788,0.8745090843455744
"('146',)",0.5069140520795997,0.48110591342139103,0.5437869568883804,0.4529124609173299,0.37145137927566396,-0.5618058961759105,0.4991192616091857
"('147',)",0.49056771951438544,0.314107250781499,0.5243980335305842,0.3664199941782875,0.5395894188543378,-0.5617579601028743,0.8110664884692679
"('148',)",0.5145587805184149,0.3328344127854966,0.5397628556369769,0.38150117433191755,0.4434367932633877,-0.5617840230819524,0.7948159499137025
"('149',)",0.5539656187624528,0.3157656862978635,0.5694957505508637,0.37977127146138145,0.4472969334012315,-0.5617835039506127,0.548896354267604
"('150',)",0.6521700742731962,0.3732026986409318,0.6480051606514039,0.40704524406148274,0.30925737443982954,-0.5618323651255228,0.5288005322178189
"('151',)",0.6486200701851825,0.3819271671089624,0.641346604883874,0.4145486834535779,0.28535068670616326,-0.5618482149707146,0.6431730131326061
"('152',)",0.5889760685020283,0.41042606537998766,0.5959136942149159,0.43582745524794403,0.11319844195511211,-0.5619083166336274,0.6053821837437685
"('153',)",0.6050550197530948,0.4437597838885823,0.6053394855498028,0.4558420176672916,0.12022789097599428,-0.5619015440768389,0.6033375838088946
"('154',)",0.57634835966877,0.48320471295095146,0.5669993018098726,0.46880385006278047,0.17762909743969377,-0.5618798614558513,0.2787249540822186
"('155',)",0.46153011375614206,0.4807520907088516,0.4580422696839382,0.45776829734054575,0.19548705858764492,-0.56187204653076,0.287151703794228
"('156',)",0.3528231215602069,0.49517619078717956,0.3507901304300997,0.4548931267080624,0.11972859288476677,-0.5619061256826491,0.0404224070578681
"('157',)",0.26440924815408273,0.4652652511625337,0.25696621638397754,0.4161961650908338,0.3286931120407611,-0.5618263070598968,0.17977148801513307
"('158',)",0.1755411711928373,0.40117377481359695,0.16812052521229282,0.3583382752520866,0.4525526328396625,-0.5617879780699389,0.014371902487279967
"('159',)",0.16847562092577723,0.303288991290983,0.15006539430058072,0.28288670850794895,0.06420006702093062,-0.5620113047119826,-0.002270543328871117
"('160',)",0.1558746071871017,0.40368566907844694,0.1264456961238227,0.32504270950830555,-0.035342014032967835,-0.561984761377935,-0.00747817579728171
"('161',)",-0.07067532959922661,0.382163333204293,-0.07086600757710182,0.29391872238687994,0.20011969837166624,-0.5618744320648041,0.28738301905523095
"('162',)",-0.08375684540030277,0.3273612050065176,-0.08385223311113241,0.25428560330668026,0.36899791224900585,-0.5618127394314549,0.5536449405930766
"('163',)",0.027405499684998127,0.36236056671350303,0.01130725855724177,0.2762519429111148,0.41959212678903746,-0.561792824228982,0.659416791373552
"('164',)",-0.013383670894813092,0.5367052135690357,-0.012144159318298282,0.39502861032203457,0.791152257740951,-0.5616793258020321,0.41567341724529816
"('165',)",0.04745693969750463,0.7971424320120286,0.04825901414104439,0.6002358387260514,0.4420757932338864,-0.5617858784620574,0.3609918685709047
"('166',)",0.03414638409757688,0.8800162150761014,0.045664028958720085,0.7010283204215061,0.23359118137590568,-0.5618630986629121,0.30309019345158805
"('167',)",0.28641470530033847,0.986569710317262,0.2801842352200941,0.8138931834318746,0.17181351194662786,-0.5618913688029311,0.4034738648811586
"('168',)",0.414367076284941,1.022815130088452,0.39140656195687074,0.8753849850695905,0.41772620183331277,-0.5617946633305546,-0.03290908758428709
"('169',)",0.4689158945945648,0.9883851513212181,0.4376049232900784,0.9046332576373605,0.15301793342441591,-0.5618948300071607,-0.2718350203180902
"('170',)",0.5271595150054216,1.0053779603032582,0.48793760102631195,0.950073746382962,0.12035655167545252,-0.5619004370933832,-0.2132978559268612
"('171',)",0.7543351269504976,1.0334497999566543,0.6940491065608624,0.9947493489443234,0.4063237666808957,-0.5617941467804249,-0.22691143925107346
"('172',)",0.990917398831503,1.0257929623077875,0.9265065993120007,1.0161612681770547,0.40131051919561983,-0.5617951014526392,0.4146662744002425
"('173',)",1.0813515738231207,0.9368945692424437,1.02837934695811,0.9885255335461123,0.344858851691689,-0.5618156356228361,0.584568865903598
"('174',)",1.1618462681237518,0.9419042578654669,1.124592072856606,1.0054387309832018,0.5548710786383574,-0.5617528567911656,0.5783971884314816
"('175',)",1.1929569310244996,0.9931158547757972,1.1749590141302022,1.0299221367941829,0.37075610840260237,-0.5618087711920369,1.044392225064427
"('176',)",1.0039193203577244,0.984459622477207,1.0309855214177772,1.0148685422321768,0.32940006873114125,-0.5618175271668007,1.2100914358837271
"('177',)",1.0007505468120377,0.9642438325932525,1.0369783707339637,0.993902374460295,0.39133957151738397,-0.561802573960933,1.4138107098032076
"('178',)",1.1251114618395683,0.9760354269317182,1.137519321010681,0.9952787125617738,0.7781514129021551,-0.5616806012899757,1.4523260609701296
"('179',)",1.0292497625475054,0.8965296472305779,1.0473021223513717,0.9528367285652735,1.2457043016546943,-0.5614600325836788,1.250346475082874
"('180',)",0.878748965280991,0.9566786638508505,0.9037187663191844,0.9976037034101325,0.884538444808517,-0.5616377741211466,1.0684432860211845
"('181',)",0.9614964238007072,1.0305801752304669,0.9613943762676803,1.0622324909783698,1.0078047537600012,-0.5615840993967146,0.9936280784518958
"('182',)",0.9780590633277028,1.1138471698991514,0.9672935309331091,1.1361323163163815,0.5372442408173753,-0.561759009958749,0.7123515840322338
"('183',)",0.9137334404241705,1.0936218556787323,0.9095247083659884,1.1518035892065528,0.6118281128908466,-0.5617393132225343,0.5029511124592484
"('184',)",1.1340506508288168,1.1759498003887334,1.1160054848577101,1.2232633413975538,0.7785582253222049,-0.5616791038629156,0.4754289190207835
"('185',)",1.444201786277045,1.2571437794126412,1.4078461648062648,1.284718737036451,0.6408702766430783,-0.561726425419081,0.5260440654839799
"('186',)",1.614014486231324,1.1509015331455479,1.5725833105513924,1.2312371511581088,0.6814552954667633,-0.5617145285115448,0.16617690001252508
"('187',)",1.5903498635959727,1.0954343651174887,1.5729456440159173,1.1938364277387647,0.3326628635467923,-0.5618211817293495,0.27735078508757305
"('188',)",1.6795072494813594,1.1351728403049024,1.675240780729318,1.2019691394670573,0.35068827565824384,-0.5618098063983936,0.641579324470764
"('189',)",1.7121256647836296,1.147376372043659,1.7283352480471061,1.1964021573924735,0.3712969268458754,-0.5618036194985127,0.6666552939872512
"('190',)",1.5771438831982896,1.0571775229574134,1.6052760565253952,1.1306550846875787,0.3881732318460667,-0.5618002870182379,0.8221801218361852
"('191',)",1.4178383327826154,1.0141656521100166,1.4355484590957959,1.0813414789803537,0.46454417862715647,-0.5617798293156788,1.1176959018053914
"('192',)",1.1962641201873594,0.9743687593456357,1.2178695590527053,1.0304235077796986,0.6393452012649357,-0.5617293129372174,1.082398982086196
"('193',)",0.9351488252581606,0.9392680327871746,0.9732462558507446,0.9810007244834834,0.3724742979871323,-0.5618050221722342,1.2081129233067536
"('194',)",0.831445715388476,0.8317108533296618,0.8792031408061719,0.8961839930322028,0.8757855590149175,-0.5616475208066267,1.5285426472972987
"('195',)",0.961227422225965,0.7751235291967146,0.9975397278291098,0.8394135194429484,0.7174600231928568,-0.5617042324383502,1.2517403215409562
"('196',)",1.0286249831836964,0.6613179267337392,1.0592475288384378,0.7595444835943703,0.48311609705806735,-0.5617744915094386,1.3045510317362243
"('197',)",0.9651386891793076,0.6289966656147525,1.0099767236258321,0.7268918538922732,0.37603919898541305,-0.5618058004439429,1.1320641739360764
"('198',)",1.189481490780469,0.7127758530814677,1.197847910390314,0.7681400830258527,0.5515329197010842,-0.5617566869755364,0.7297871893122139
"('199',)",1.2455502911990486,0.7298481963426982,1.23736772777699,0.7875796626287707,0.32783347726218687,-0.5618212236070275,0.6204283760393628
"('200',)",1.2065775011724518,0.8481244668740195,1.1943800951181558,0.8685377293881247,0.20180882283425355,-0.5618716358869124,0.8034927188310407
"('201',)",1.3693253359709034,0.9357930302854706,1.3112810099145766,0.9523383530351287,0.35366626867674245,-0.561823682691916,0.550653747407889
"('202',)",1.0715392528349719,1.0296799409348536,1.0349977686040415,1.0425714636340482,0.45027594518965114,-0.5617821533390325,0.6934287205925365
"('203',)",0.7770137628023888,1.0699739230073542,0.7661291271493489,1.0939821703435333,0.45091596718491833,-0.5617825781645424,0.6105406119030431
"('204',)",0.7534816676222265,1.100228915023858,0.7436590081197415,1.1380555819829128,0.14755758477787298,-0.5618991837077046,0.6341655056872447
